CreatedByDsc,CreatedByName,DefaultUoMIdDsc,DefaultUoMIdName,DefaultUoMScheduleIdDsc,DefaultUoMScheduleIdName,ModifiedByDsc,ModifiedByName,OrganizationIdDsc,OrganizationIdName,PriceLevelIdDsc,PriceLevelIdName,SubjectIdDsc,SubjectIdName,DeletionStateCode,Name,Description,ProductTypeCode,ProductUrl,Price,IsKit,ProductNumber,Size,CurrentCost,StockVolume,StandardCost,StockWeight,QuantityDecimal,QuantityOnHand,IsStockItem,SupplierName,VendorName,VendorPartNumber,CreatedOn,ModifiedOn,StateCode,StatusCode
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Maillot cycliste de marque, manches longues, très grand (XL)","Maillot cycliste unisexe à manches longues en jersey microfibre, portant la marque AWC.",1,,"49,99",FALSE,LJ-0192-X,XL,"33,27",,"27,49",,0,252,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-250 Rouge, 58","Avec son cadre en aluminium léger très confortable, ce vélo répondra à vos exigences au vélodrome ou sur les routes de campagne avec votre club de cyclisme.",1,,"2 443,35",FALSE,BK-R89R-58,58,"1 844,24",,"1 808,08",157 931,0,227,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-750 Noir, 58",Vélo pour adulte premier niveau. Il offre un niveau de confort élevé pour le cross ou simplement pour faire le tour du quartier. Moyeux et jantes faciles à démonter.,1,,"539,99",FALSE,BK-R19B-58,58,"407,58",,"399,59",207 931,0,153,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Short pour homme, petit (S)","Cuissard cycliste à 8 pans pour homme, en lycra avec ceinture élastique et fixation aux talons",1,,"59,99",FALSE,SH-M897-S,S,"40,25",,"32,99",,0,288,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL VTT - Gris métallisé, 42","Dans nos ateliers de Bothell, chaque cadre est assemblé à la main avec un diamètre et une épaisseur adaptés à un VTT de première qualité. En aluminium assemblé par soudage et traité thermiquement, ce cadre est d'un diamètre plus large que la normale pour mieux amortir les chocs.",1,,"1 364,50",FALSE,FR-M94S-42,42,"1 130,90",,"1 009,73","2,72",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-350-W Jaune, 48","Entraînement, course, ou tout simplement promenade ; vous pourrez tout faire avec ce vélo spécialement conçu pour les femmes. Son tout dernier modèle de selle apporte un confort sans égal pour rouler toute la journée.",1,,"1 700,99",FALSE,BK-R79Y-48,48,"1 283,91",,"1 258,73",1 642 308,0,227,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre ML VTT- Noir, 40",Notre cadre ML en aluminium traité thermiquement est fabriqué avec le même soin que nos cadres HL. Ses performances sont d'un niveau élevé. Modèle pour homme.,1,,"348,76",FALSE,FR-M63B-40,40,"289,05",,"258,08","2,77",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de tourisme,Actif,"Tourisme-1000 Jaune, 60","Voyagez avec style et confort. Ce vélo est conçu pour vous rendre la route plus agréable et plus sûre. Avec une vaste gamme de changements de vitesses, vous pourrez affronter toutes les côtes. Fabriqué avec le dernier alliage d'aluminium, il vous offre la solidité sans le surplus de poids.",1,,"2 384,07",FALSE,BK-T79Y-60,60,"1 817,14",,"1 764,21","25,9",0,151,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-650 Noir, 44","Excellent prix pour ce vélo présentant de nombreux équipements de nos meilleurs modèles. Le système d'éclairage, la solidité du cadre et l'accélération rapide sont des caractéristiques qui ont fait notre réputation.",1,,"782,99",FALSE,BK-R50B-44,44,"591,00",,"579,41",1 877 273,0,148,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-650 Noir, 48","Excellent prix pour ce vélo présentant de nombreux équipements de nos meilleurs modèles. Le système d'éclairage, la solidité du cadre et l'accélération rapide sont des caractéristiques qui ont fait notre réputation.",1,,"782,99",FALSE,BK-R50B-48,48,"591,00",,"579,41",19 125,0,133,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-750 Noir, 52",Vélo pour adulte premier niveau. Il offre un niveau de confort élevé pour le cross ou simplement pour faire le tour du quartier. Moyeux et jantes faciles à démonter.,1,,"539,99",FALSE,BK-R19B-52,52,"407,58",,"399,59",2 042 308,0,194,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-550-W Jaune, 48","La technologie employée est celle que l'on retrouve sur tous nos vélos de route en série, mais le cadre est conçu pour les femmes. Ce vélo est parfait pour la promenade ou la course.",1,,"1 120,49",FALSE,BK-R64Y-48,48,"845,75",,"829,16",1 867 857,0,134,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Maillot cycliste classique, manches courtes, medium (M)","Maillot cycliste classique à manches courtes, tissu aéré avec contrôle de la transpiration, fermeture éclair sur le devant, trois poches dans le dos.",1,,"53,99",FALSE,SJ-0194-M,M,"35,93",,"29,69",,0,0,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL VTT - Noir, 42","Notre meilleur prix, avec la technologie révolutionnaire utilisée pour nos cadres ML en aluminium.",1,,"249,79",FALSE,FR-M21B-42,42,"207,03",,"184,84","2,92",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Pédalier HL,Pédalier triple. Bras en aluminium. Passage des vitesses parfait.,1,,"404,99",FALSE,CS-9183,,"323,67",,"299,69",575,0,923,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-200 Gris métallisé, 42","Si vous aimez rouler hors des sentiers battus. Parfait à tous les niveaux de compétition, ce vélo est conçu avec le même cadre HL que le VTT-100.",1,,"2 319,99",FALSE,BK-M68S-42,42,"1 733,96",,"1 716,79",2 377 273,0,223,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Guidon VTT LL,Guidon universel pour la route ou hors des sentiers battus.,1,,"44,54",FALSE,HB-M243,,"34,28",,"32,96",,0,859,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL Tourisme - Bleu, 62",Cadre en aluminium léger renforcé offrant une position de route plus droite pour les balades en ville. Notre design révolutionnaire apporte un confort optimal.,1,,"333,42",FALSE,FR-T67U-62,62,"286,21",,"246,73","3,2",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-450 Rouge, 60","Un vrai vélo multisport à la ligne profilée et de conception révolutionnaire. Son design aérodynamique vous permettra de vous mesurer aux professionnels, et grâce à son système de vitesses vous pourrez conquérir les chemins montagneux.",1,,"1 457,99",FALSE,BK-R68R-60,60,"1 100,49",,"1 078,91","17,9",0,137,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Éclairage - anti-intempéries,"Lampe robuste, résistante aux intempéries",1,,"44,99",FALSE,LT-H903,,"32,91",,"24,74",,0,216,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Guidon Tourisme HL,En aluminium léger mais rigide pour les trajets longue distance.,1,,"91,57",FALSE,HB-T928,,"70,47",,"67,76",,0,792,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre ML VTT- Noir, 44",Notre cadre ML en aluminium traité thermiquement est fabriqué avec le même soin que nos cadres HL. Ses performances sont d'un niveau élevé. Modèle pour homme.,1,,"348,76",FALSE,FR-M63B-44,44,"289,05",,"258,08","2,81",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL Tourisme - Jaune, 62",Cadre en aluminium léger renforcé offrant une position de route plus droite pour les balades en ville. Notre design révolutionnaire apporte un confort optimal.,1,,"333,42",FALSE,FR-T67Y-62,62,"286,21",,"246,73","3,2",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Short pour homme, grand (L)","Cuissard cycliste à 8 pans pour homme, en lycra avec ceinture élastique et fixation aux talons",1,,"59,99",FALSE,SH-M897-L,L,"40,25",,"32,99",,0,144,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-350-W Jaune, 40","Entraînement, course, ou tout simplement promenade ; vous pourrez tout faire avec ce vélo spécialement conçu pour les femmes. Son tout dernier modèle de selle apporte un confort sans égal pour rouler toute la journée.",1,,"1 700,99",FALSE,BK-R79Y-40,40,"1 283,91",,"1 258,73","15,35",0,185,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-650 Rouge, 60","Excellent prix pour ce vélo présentant de nombreux équipements de nos meilleurs modèles. Le système d'éclairage, la solidité du cadre et l'accélération rapide sont des caractéristiques qui ont fait notre réputation.",1,,"782,99",FALSE,BK-R50R-60,60,"591,00",,"579,41","19,9",0,185,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Roue arrière - VTT LL,Roue de secours arrière VTT pour vélos de premier niveau.,1,,"87,75",FALSE,RW-M423,,"75,97",,"64,93",,0,681,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-650 Rouge, 48","Excellent prix pour ce vélo présentant de nombreux équipements de nos meilleurs modèles. Le système d'éclairage, la solidité du cadre et l'accélération rapide sont des caractéristiques qui ont fait notre réputation.",1,,"782,99",FALSE,BK-R50R-48,48,"591,00",,"579,41",19 125,0,223,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-250 Rouge, 52","Avec son cadre en aluminium léger très confortable, ce vélo répondra à vos exigences au vélodrome ou sur les routes de campagne avec votre club de cyclisme.",1,,"2 443,35",FALSE,BK-R89R-52,52,"1 844,24",,"1 808,08",1 542 308,0,148,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Roue arrière - Tourisme,Des jantes parfaitement aérodynamiques pour glisser sur la route.,1,,"245,01",FALSE,RW-T905,,"212,13",,"181,31",,0,741,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre ML Route - Rouge, 58","Conçu avec le même alliage d'aluminium que notre cadre HL, le ML est équipé d'un tube diagonal léger au diamètre parfaitement adapté pour une meilleure solidité. Modèle pour homme.",1,,"594,83",FALSE,FR-R72R-58,58,"501,80",,"440,17","2,36",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de tourisme,Actif,"Tourisme-3000 Jaune, 62",Ce vélo de toutes les occasions présentant un équipement de base sur le plan du confort et de la sécurité est proposé à un prix avantageux. Ses pneus plus larges offrent une meilleure tenue de route pour les balades en ville ou les sorties le week-end.,1,,"742,35",FALSE,BK-T18Y-62,62,"565,82",,"549,34",30,0,163,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-500 Gris métallisé, 40",Convient à tous les types d'excursion routière ou tout terrain. Parfait pour les petits budgets. Confort de conduite et passage des vitesses en douceur.,1,,"564,99",FALSE,BK-M18S-40,40,"422,27",,"418,09","27,35",0,154,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Pneu VTT LL,"À puissance de traction comparable, enveloppe à armature métallique meilleur marché.",1,,"24,99",FALSE,TI-M267,,"18,83",,"13,74",,0,865,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre ML VTT- Noir, 48",Notre cadre ML en aluminium traité thermiquement est fabriqué avec le même soin que nos cadres HL. Ses performances sont d'un niveau élevé. Modèle pour homme.,1,,"348,76",FALSE,FR-M63B-48,48,"289,05",,"258,08","2,85",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Gourde - environ 1 litre,"Gourde avec la marque de l'AWC, contenance d'un litre environ, parfaitement hermétique",1,,"4,99",FALSE,WB-H098,,"3,51",,"2,74",,0,252,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Maillot cycliste de marque, manches longues, petit (S)","Maillot cycliste unisexe à manches longues en jersey microfibre, portant la marque AWC.",1,,"49,99",FALSE,LJ-0192-S,S,"33,27",,"27,49",,0,144,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single pair,0,Paire d'unités,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Pédale VTT ML,"Légères, solides et durables, pédales clipless à tension réglable.",1,,"62,09",FALSE,PD-M340,,"51,92",,"45,95",215,0,507,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single pair,0,Paire d'unités,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Freins avant,Patins de freins toute saison. Garantit un freinage plus efficace par application d'une surface de patin plus large sur la jante.,1,,"106,50",FALSE,FB-9873,,"83,54",,"78,81",317,0,767,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL Tourisme - Jaune, 60","Le cadre en aluminium HL a été confectionné sur mesure pour une meilleure solidité, sans pour autant négliger l'esthétique. Il résistera aux défis les plus importants de vos excursions quotidiennes. Modèle pour homme.",1,,"1 003,91",FALSE,FR-T98Y-60,60,"861,76",,"742,89","3,08",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single pair,0,Paire d'unités,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Freins arrière,Patins remplaçables. Étriers en aluminium poli.,1,,"106,50",FALSE,RB-9231,,"89,06",,"78,81",317,0,723,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Cuissard à bretelles, petit (S)","Cuissard cycliste conçu pour l'équipe AWC, avec contrôle de la transpiration, doublure en peau de chamois et fixation aux talons.",1,,"89,99",FALSE,SB-M891-S,S,"58,40",,"49,49",,0,72,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-150 Rouge, 44","Ce vélo a été choisi par des gagnants. Développé avec l'équipe cycliste professionnelle d'Adventure Works Cycles, il possède un cadre en aluminium ultra-léger traité thermiquement et une maniabilité qui favorise la précision.",1,,"3 578,27",FALSE,BK-R93R-44,44,"2 700,88",,"2 647,92",1 377 273,0,223,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de tourisme,Actif,"Tourisme-1000 Bleu, 46","Voyagez avec style et confort. Ce vélo est conçu pour vous rendre la route plus agréable et plus sûre. Avec une vaste gamme de changements de vitesses, vous pourrez affronter toutes les côtes. Fabriqué avec le dernier alliage d'aluminium, il vous offre la solidité sans le surplus de poids.",1,,"2 384,07",FALSE,BK-T79U-46,46,"1 817,14",,"1 764,21",25 125,0,185,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Maillot cycliste de marque, manches longues, grand (L)","Maillot cycliste unisexe à manches longues en jersey microfibre, portant la marque AWC.",1,,"49,99",FALSE,LJ-0192-L,L,"33,27",,"27,49",,0,216,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL Tourisme - Jaune, 44",Cadre en aluminium léger renforcé offrant une position de route plus droite pour les balades en ville. Notre design révolutionnaire apporte un confort optimal.,1,,"333,42",FALSE,FR-T67Y-44,44,"286,21",,"246,73","3,02",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL Tourisme - Jaune, 54","Le cadre en aluminium HL a été confectionné sur mesure pour une meilleure solidité, sans pour autant négliger l'esthétique. Il résistera aux défis les plus importants de vos excursions quotidiennes. Modèle pour homme.",1,,"1 003,91",FALSE,FR-T98Y-54,54,"861,76",,"742,89","3,04",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Chambre à air Route,Chambre à air universelle conventionnelle.,1,,"3,99",FALSE,TT-R982,,"3,01",,"2,19",,0,789,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single pair,0,Paire d'unités,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Chaussettes Coureur, medium (M)","Finesse, légèreté, solidité, bonne tenue à la cheville.",1,,"8,99",FALSE,SO-R-809-M,M,"6,08",,"4,94",,0,252,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-200 Gris métallisé, 46","Si vous aimez rouler hors des sentiers battus. Parfait à tous les niveaux de compétition, ce vélo est conçu avec le même cadre HL que le VTT-100.",1,,"53,99",FALSE,BK-M68S-46,46,"41,95",,"39,95",24 125,0,140,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Râtelier à vélo universel,"Range vélos tout usage, pour réparer votre vélo à la maison. Fabrication en acier avec système de fixation rapide.",1,,"357,06",FALSE,ST-1401,,"309,14",,"264,22",,0,144,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single pair,0,Paire d'unités,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Gants mitaines, petit (S)","Entièrement doublés, souplesse des doigts améliorée, paumes plus solides et fermeture réglable.",1,,"539,99",FALSE,GL-H102-S,S,"407,58",,"399,59",,0,324,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-100 Noir, 42","VTT de compétition haut de gamme. Ses options d'amélioration des performances comprennent le nouveau cadre HL, des suspensions avant ultra-souples et une bonne puissance de traction sur tous les terrains.",1,,"54,99",FALSE,BK-M82B-42,42,"39,92",,"30,24",2 077 273,0,194,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-450 Rouge, 52","Un vrai vélo multisport à la ligne profilée et de conception révolutionnaire. Son design aérodynamique vous permettra de vous mesurer aux professionnels, et grâce à son système de vitesses vous pourrez conquérir les chemins montagneux.",1,,"175,49",FALSE,BK-R68R-52,52,"140,25",,"129,86",1 742 308,0,165,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-100 Gris métallisé, 44","VTT de compétition haut de gamme. Ses options d'amélioration des performances comprennent le nouveau cadre HL, des suspensions avant ultra-souples et une bonne puissance de traction sur tous les terrains.",1,,"594,83",FALSE,BK-M82S-44,44,"501,80",,"440,17",21 125,0,158,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Casque Sport-100, Noir","Taille unique, léger, avec aération et visière amovible.",1,,"2 294,99",FALSE,HL-U509-BL,,"1 715,28",,"1 698,29",,0,324,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-500 Gris métallisé, 52",Convient à tous les types d'excursion routière ou tout terrain. Parfait pour les petits budgets. Confort de conduite et passage des vitesses en douceur.,1,,"1 457,99",FALSE,BK-M18S-52,52,"1 100,49",,"1 078,91",2 867 857,0,194,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-150 Rouge, 48","Ce vélo a été choisi par des gagnants. Développé avec l'équipe cycliste professionnelle d'Adventure Works Cycles, il possède un cadre en aluminium ultra-léger traité thermiquement et une maniabilité qui favorise la précision.",1,,"337,22",FALSE,BK-R93R-48,48,"284,48",,"249,54",14 125,0,140,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-150 Rouge, 52","Ce vélo a été choisi par des gagnants. Développé avec l'équipe cycliste professionnelle d'Adventure Works Cycles, il possède un cadre en aluminium ultra-léger traité thermiquement et une maniabilité qui favorise la précision.",1,,"348,76",FALSE,BK-R93R-52,52,"289,05",,"258,08",1 442 308,0,128,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Selle Tourisme HL,Forme moulée pour plus de confort.,1,,"120,00",FALSE,SE-T924,,"83,16",,"66,00",,0,989,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL VTT - Gris métallisé, 40","Notre meilleur prix, avec la technologie révolutionnaire utilisée pour nos cadres ML en aluminium.",1,,"3 374,99",FALSE,FR-M21S-40,40,"2 522,47",,"2 497,49","2,88",0,682,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Collants pour femme, grand (L)",Collants chauds en spandex pour les sorties hivernales. Assemblage sans couture de la peau de chamois éliminant les points d'irritation.,1,,"337,22",FALSE,TG-W091-L,L,"284,48",,"249,54",,0,36,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL VTT - Noir, 38","Dans nos ateliers de Bothell, chaque cadre est assemblé à la main avec un diamètre et une épaisseur adaptés à un VTT de première qualité. En aluminium assemblé par soudage et traité thermiquement, ce cadre est d'un diamètre plus large que la normale pour mieux amortir les chocs.",1,,"742,35",FALSE,FR-M94B-38,38,"565,82",,"549,34","2,68",0,834,TRUE,,,,24/01/2008,24/01/2008,Actif,1
